width,amplitude,t,area
42.469453883933966,15.807655082128038,0.9504,261.82361481951676
90.09330098005012,20.237208476122458,2.1612,643.8590111632584
33.179568197119806,18.861604866087756,2.7257000000000002,329.7889689967043
25.511409780971007,19.833524274093044,4.232,279.107352562648
58.19757651499094,18.09825834759432,5.0633,542.3698103624854
59.889286180914496,16.856123776888897,9.125,466.6492357869732
23.32853866754158,18.36545658104952,9.4946,258.9996530423497
32.817813430971,20.670463502633737,10.832,404.5523662576378
54.28067075849685,19.135315948629938,10.8739,675.5531503579181
20.867552513620467,15.812674598620942,11.857000000000001,165.77435876259258
51.175129197741626,18.911089795822498,16.2375,644.2981014555803
55.024757425882854,21.597360258545717,16.9404,558.114786107662
29.242893737187842,20.368108989858648,17.8042,316.7708170605551
66.9140241741261,19.739912348583573,18.5931,764.1872401400509
61.393403893656796,27.310719347887694,19.7341,1003.1433860524227
30.151185015507508,17.733266772538325,26.2299,356.3336594807466
26.12158400635235,20.368166090852714,26.6855,265.37627832571405
84.53713392972713,19.67461287560229,32.4302,803.5469349633549
73.20680102624465,19.213030742501164,32.668,704.8978826976745
62.13091379503021,16.677056984678654,35.6605,477.20725197883246
19.697435349284206,17.07531999228388,40.0522,208.8569105214649
39.61871986906044,18.701651366442608,40.4256,517.5969784011145
34.722080452542286,16.369278915230428,40.5479,333.7186575313226
42.5275410010363,17.87653495786037,43.3269,333.7929467569115
46.051527022966184,22.72347165552355,45.6524,448.0434746260727
29.589195510547142,19.591903542469563,47.798100000000005,319.9255584940466
52.65303158259485,16.45697462075418,53.145700000000005,531.2078547968867
43.425419220817275,18.00082245129672,63.7548,450.8753225677654
55.76108016865328,29.265780177032084,70.3987,812.3535738577403
43.09731713705696,39.0614847682775,71.4086,845.1210510395779
39.963459550752304,23.57201302097044,72.4761,508.25388640866214
41.08327710523736,17.413250797143565,75.12950000000001,372.83023389869106
30.574088018387556,18.478820392580175,75.7294,315.261770120193
32.699923016829416,19.212163364520784,77.55160000000001,329.71086471036637
42.23842245270498,18.268159436262945,78.2508,386.2991100739916
29.65001039300114,22.58462072890625,78.5044,366.01413155146076
41.65155751421116,21.248879029367334,88.94420000000001,478.94458374615357
51.13004562491551,17.50520544276614,98.37790000000001,471.40898329443036
30.12578635662794,17.085083036607365,99.9239,282.2442798628561
50.38239859289024,19.965255115873184,101.622,396.73032817692024
34.686216491274536,18.709523895463228,102.8241,434.9813481519162
50.2470209171297,20.074659657882023,102.99350000000001,641.4085944601109
29.470920831430703,16.09477244450237,105.5798,184.39334391842272
32.73009484400973,16.77255290902346,107.53840000000001,294.8470178414912
38.54501230549067,26.893893336976586,108.08370000000001,516.9670364040257
21.79344190773554,21.844452972966025,108.5813,296.165825535677
104.33016299968585,21.74280197364175,112.20270000000001,1008.9179209977383
47.27430391847156,16.54252616480264,112.9338,342.403369295107
63.896133687347174,18.432558936661437,113.7641,637.7741556219833
47.77197472495027,20.41333357723757,116.55890000000001,413.4046475369187
20.084480793680996,19.66342309248748,117.3665,229.72448888885037
79.3196555620525,27.30286243818355,120.1967,1168.1837433876976
72.6100693072658,21.81748643131179,121.00250000000001,823.301492968891
88.36882291175425,18.44802177048028,125.18530000000001,663.8680056650536
59.18347558518872,30.66718867016624,126.8272,942.3412790480363
45.339121845783666,18.52639876101229,129.7204,466.53466417153805
20.90398089797236,16.787222857379536,130.6051,195.5070629264681
27.760012354003266,19.07175700494957,132.2238,289.74482191335795
33.48967500519939,17.81435744221235,138.7637,292.43929072636854
63.2135689270217,35.28144676912993,140.5723,1143.9067652333056
46.34767498145811,17.80672184885869,149.48340000000002,438.5644542702271
38.694136360893026,17.16021641383255,151.574,307.11218107525974
44.97894931235351,15.832075388130056,154.72140000000002,309.7016302574067
46.14625532971695,16.434131157343597,156.73250000000002,431.2176775462382
68.7271571692545,16.740467737948727,168.8862,491.65060066017503
50.22785979742184,16.32451458186329,169.4067,379.6561342374998
55.20491186645813,16.91611043932979,171.3204,330.84428437621625
45.968036766629666,21.671480547680034,172.26350000000002,317.65432315947794
56.62453590892255,17.23279528244386,174.0644,429.24922114513026
87.18801545863971,22.134188375758633,175.567,934.8495667316856
24.204141861293465,19.74759365534051,179.3435,259.7742317296946
57.67766049830243,20.216021735619663,181.6183,520.6121376006627
30.99866073555313,15.935569348600549,188.1177,284.84443741706264
43.974298785440624,27.465353005767728,189.9472,736.2099392647237
34.409094573464245,16.896776283575804,190.7767,276.55676080308103
44.959519773954526,18.403381319350956,192.5294,511.6570996328964
44.16690951003693,17.949352981029023,193.2289,319.8735899967554
45.728683684254065,29.528427910589716,194.2641,658.5575327886542
76.48953039967455,16.92856679974776,196.0686,517.9297481967309
33.54924525273964,20.528845074890896,200.4622,327.74414755448953
81.62790008517914,17.04846145878843,201.5978,785.8182401297214
35.90688165999018,22.60379904902659,203.4186,521.6832224589398
59.34702701680362,19.193748340183337,203.80200000000002,557.3742837643407
102.67611448722892,22.70908947743796,205.293,960.2103007645519
26.942708713468164,15.992674084316597,206.6541,213.31681529700833
25.991477517876774,16.162031690628268,210.21720000000002,243.01653718544281
74.42058887612075,16.988455184113953,211.8664,527.2934863818039
46.328480968251824,21.642731643093022,212.7457,598.8455945878156
64.61553620453924,16.354573019323567,213.9112,659.9167122030508
34.461226207669824,15.830328935655062,215.2871,283.2691878218543
26.558536138385534,18.30274854757121,215.6952,226.13418460713038
42.1120488406159,16.452899937364688,216.0431,362.6259667344656
53.55850492278114,20.43310715199479,217.3184,608.2009519841449
23.010395533405244,23.152500776451838,217.6927,294.7743317898281
32.620227126870304,18.02672593890613,220.38340000000002,374.1580560597099
46.05248945998028,16.803987603369777,222.8622,287.8315498693167
48.67938490724191,16.884699167366453,225.0321,394.66885010160024
39.88449051277712,32.44466274173799,225.40040000000002,931.0180757323471
70.89798313518986,20.63246606603854,226.0848,649.75491649281
52.20993131166324,16.62671627840422,226.9941,467.45189367078564
46.70882509928197,17.831986486079575,227.9067,397.1566114651347
72.29619784886017,25.4614172767286,229.6732,1133.7695802257772
53.64151067752391,17.872102919146858,230.5368,577.392947906381
110.01624054182321,17.78009379849709,231.5687,1010.1758534537962
66.7447855132632,17.873350655308563,237.3518,675.5344876849605
23.896674056071788,20.0689666099913,239.90970000000002,274.57024000559073
57.36413112888113,16.441183870080486,240.0994,544.348061151478
81.21139216888696,16.132665998832824,241.0277,558.6265808576321
63.67875885544345,24.163386352844398,241.8193,800.2315168053858
72.18345484184101,25.57775012788566,242.55,886.2650684176966
38.093289968091995,16.902171125052707,243.6682,259.69434275034746
57.66890553571284,19.006320289441337,245.01680000000002,607.4969247104524
47.38842215389013,22.616081584097557,245.44750000000002,475.33346884136114
70.14551603747532,16.674269921189424,245.8382,638.5780488492647
57.07003849558532,24.36475692322967,249.3864,895.9801904733638
47.21834851335734,16.908917354763727,252.39610000000002,378.64982006279126
39.51388480467722,23.93066056818363,253.7509,479.1196526285183
45.1657830029726,20.286766561335604,255.1177,379.6322085673798
27.734396706335247,16.5730088256184,255.8094,284.6471543476298
48.316428994294256,24.67033192334446,257.6336,488.3388783017647
21.77618163684383,34.53318917524601,259.188,480.5329034638476
56.60804940434173,16.190013871547055,259.2514,498.9079497417917
60.8635940104723,20.833302413943333,261.8499,476.60996878461424
70.90038250992075,23.57327825571867,267.0042,849.9476327710106
51.705032859463245,16.672976583839738,267.2687,456.3504721265663
19.305407632607967,26.748198151351602,271.5301,293.6837969277369
39.18854083446786,17.66298045160416,272.9463,413.69480113413624
37.88642970705405,21.68226505765486,273.9929,403.08867428309725
56.442950894124806,18.953241833688494,274.8109,655.9836775396586
43.583154615946114,31.785062312276555,274.8912,715.0981182689455
22.147594432346523,19.395165992600525,276.5657,258.7105852097577
71.44146946491674,22.923027697544327,283.31260000000003,919.3114511845157
55.64275285182521,17.09089406914571,283.74850000000004,411.9317811191548
62.62684085872024,15.939950747659573,283.8844,732.9771771446492
29.26315916189924,20.4714003671414,285.7601,355.1686182604538
29.057974900584668,20.741537352930074,286.27660000000003,394.26252920236703
54.51506479131058,29.256233374261683,286.5136,794.6454850062647
31.377473594155163,25.414539900507233,288.3986,425.09375307568143
103.64657274121419,16.393612953300682,292.2769,731.1229959801481
20.74632355151698,17.105240974638043,293.5289,214.0461912660096
18.491165584884584,18.4611035981614,295.03540000000004,194.5057674045053
42.3473551934585,19.11429179646807,295.461,553.5382196250074
82.26215505367145,20.601233268299733,296.7291,898.2427646602802
40.121573437936604,41.70650833345608,301.4164,888.6286966179719
52.450380416586995,20.01526820489148,302.22720000000004,505.9493031879715
59.11546434974298,16.62685604954877,304.2517,418.28742225115553
40.26977052632719,19.432218899843768,304.6082,446.3556098725301
55.03253483958542,26.21451517513529,305.8782,745.6243317533091
36.412136445287615,24.699320848189608,310.24690000000004,525.3761865879313
54.82080142945051,22.255509513828944,311.73810000000003,833.0324584911647
31.150118927937,26.74102496015017,312.84110000000004,516.9322508515171
40.18565067043528,15.857088756479994,315.2015,279.0632283331814
40.71489298110828,27.130881183046785,316.98560000000003,653.6867961519191
49.2910453369841,17.637330570988752,319.21860000000004,609.2020835713166
94.42103159800172,22.290961305367873,321.149,1207.7679090615727
38.053092846646905,16.983345185567433,324.9502,331.247565034189
66.51336276298389,16.615522670165067,327.10920000000004,633.8536722055208
24.616849227808416,21.845233331680923,329.5657,296.45252963856245
20.75230250461027,18.255225266907672,329.7813,231.22438015287204
50.66785925952718,15.968942997724891,330.4991,378.60971676251495
77.5792823038064,56.05256601706394,332.2156,2557.1865984197525
50.4177814736031,25.62649330243165,333.79970000000003,723.8961499061155
67.0240256069228,22.624764668975946,335.7369,805.8350243722786
52.760008240584284,17.459115565721643,336.1637,545.0518505192977
95.64283379120752,23.029764295610732,336.4201,1427.2183566778433
40.51455872412771,28.17548887016235,337.8516,685.9568495122695
58.23467308282852,18.372149029314272,339.92830000000004,600.796773653839
37.64270884124562,17.865635335370516,341.83160000000004,353.5767245049081
46.692353292834014,19.20021936175819,343.67990000000003,354.5833655500862
54.51083098305389,24.9827904832228,345.17240000000004,679.0731070526767
28.75183438975364,41.89521329651394,347.90610000000004,796.7369094688988
24.66451942268759,18.25437073003549,348.9501,300.89305606706097
79.00807629339397,16.458862783346184,352.5212,623.7446055453446
69.7223615241237,19.662282213829712,353.71250000000003,668.168079200649
54.360729495063424,18.279412711327787,355.3084,559.7527680208863
35.588426302187145,26.459528853341265,357.63100000000003,625.5967209074148
54.88136693602428,16.935740019746063,358.5513,512.8607270781908
52.3308271584101,18.75812208567032,360.8371,460.7564439417426
62.376283269841224,23.904375900332273,365.7251,879.6685874562687
38.78562870249152,15.906801772222064,366.3224,253.9985502053945
31.054135219659656,16.177256248554166,366.5451,282.71693936183703
22.086974662728608,34.73629120862225,368.6025,473.5555274026445
