Time - Plot 0	Amplitude - Plot 0
1225	12
1226	9
1227	5
1228	2
1229	8
1230	12
1231	16
1232	11
1233	3
1234	12
1235	44
1236	8
1237	18
1238	6
1239	11
1240	9
1241	14
1242	20
1243	18
1244	16
1245	15
1246	29
1247	14
1248	27
1249	18
1250	20
1251	14
1252	42
1253	12
1254	27
1255	9
1256	36
1257	24
1258	21
1259	21
1260	12
1261	14
1262	12
1263	17
1264	14
1265	41
1266	39
1267	35
1268	22
1269	29
1270	20
1271	21
1272	43
1273	49
1274	17
1275	15
1276	17
1277	45
1278	38
1279	50
1280	18
1281	32
1282	32
1283	30
1284	24
1285	15
1286	28
1287	30
1288	17
1289	8
1290	25
1291	9
1292	18
1293	33
1294	35
1295	47
1296	15
1297	21
1298	23
1299	55
1300	39
1301	20
1302	28
1303	9
1304	33
1305	51
1306	52
1307	23
1308	33
1309	22
1310	38
1311	29
1312	26
1313	36
1314	36
1315	27
1316	31
1317	34
1318	12
1319	18
1320	57
1321	40
1322	20
1323	20
1324	47
1325	39
1326	18
1327	49
1328	25
1329	9
1330	26
1331	26
1332	47
1333	32
1334	21
1335	39
1336	50
1337	24
1338	35
1339	33
1340	36
1341	24
1342	14
1343	42
1344	26
1345	42
1346	31
1347	9
1348	40
1349	18
1350	24
1351	12
1352	14
1353	18
1354	9
1355	14
1356	3
1357	17
1358	21
1359	6
1360	6
1361	26
1362	11
1363	15
1364	29
1365	3
1366	12
1367	6
1368	24
1369	11
1370	21
1371	9
1372	6
1373	8
1374	0
1375	2
1376	4
1377	0
1378	6
1379	12
1380	9
1381	0
1382	8
1383	0
1384	8
1385	6
1386	3
1387	3
1388	3
1389	3
1390	3
1391	0
1392	3
1393	6
1394	3
1395	6
1396	0
1397	6
1398	0
1399	3
1400	3
1401	3
1402	3
1403	3
1404	0
1405	5
1406	12
1407	12
1408	5
1409	3
1410	0
1411	0
1412	3
1413	9
1414	2
1415	3
1416	6
1417	0
1418	0
1419	12
1420	9
1421	0
1422	5
1423	6
1424	0
1425	6
1426	6
1427	6
1428	0
1429	3
1430	3
1431	5
1432	6
1433	0
1434	2
1435	3
1436	12
1437	3
1438	6
1439	3
1440	6
1441	9
1442	6
1443	6
1444	0
1445	3
1446	6
1447	3
1448	0
1449	0
1450	3
1451	0
1452	6
1453	6
1454	8
1455	6
1456	8
1457	9
1458	0
1459	0
1460	3
1461	0
1462	2
1463	3
1464	5
1465	9
1466	9
1467	9
1468	0
1469	6
1470	9
1471	3
1472	6
1473	6
1474	8
1475	0
1476	3
1477	9
1478	3
1479	3
1480	8
1481	12
1482	9
1483	0
1484	0
1485	8
1486	0
1487	3
1488	3
1489	3
1490	0
1491	6
1492	3
1493	6
1494	8
1495	0
1496	0
1497	3
1498	2
1499	9
1500	3
1501	3
1502	0
1503	3
1504	9
1505	3
1506	15
1507	8
1508	3
1509	6
1510	3
1511	0
1512	11
1513	9
1514	3
1515	3
1516	6
1517	3
1518	6
1519	6
1520	0
1521	3
1522	3
1523	3
1524	3
1525	3
1526	0
1527	3
1528	6
1529	3
1530	0
1531	3
1532	0
1533	9
1534	9
1535	0
1536	3
1537	20
1538	0
1539	6
1540	3
1541	3
1542	6
1543	0
1544	3
1545	3
1546	11
1547	0
1548	6
1549	0
1550	6
1551	6
1552	3
1553	6
1554	0
1555	12
1556	3
1557	0
1558	3
1559	0
1560	2
1561	12
1562	6
1563	3
1564	6
1565	6
1566	3
1567	3
1568	6
1569	9
1570	3
1571	3
1572	6
1573	3
1574	8
1575	0
1576	6
1577	0
1578	12
1579	0
1580	3
1581	0
1582	6
1583	3
1584	3
1585	0
1586	0
1587	2
1588	0
1589	6
1590	3
1591	3
1592	9
1593	3
1594	6
1595	2
1596	0
1597	9
1598	0
1599	0
1600	6
1601	3
1602	3
1603	3
1604	9
1605	0
1606	3
1607	3
1608	12
1609	9
1610	3
1611	3
1612	9
1613	12
1614	6
1615	6
1616	3
1617	7
1618	3
1619	3
1620	9
1621	0
1622	10
1623	6
1624	3
1625	6
1626	0
1627	0
1628	9
1629	3
1630	0
1631	7
1632	12
1633	0
1634	6
1635	5
1636	8
1637	15
1638	9
1639	9
1640	3
1641	3
1642	3
1643	6
1644	3
1645	6
1646	0
1647	6
1648	0
1649	0
1650	3
1651	0
1652	14
1653	6
1654	3
1655	0
1656	3
1657	12
1658	0
1659	0
1660	3
1661	6
1662	0
1663	0
1664	3
1665	3
1666	6
1667	6
1668	3
1669	6
1670	2
1671	8
1672	3
1673	6
1674	3
1675	3
1676	3
1677	0
1678	6
1679	16
1680	6
1681	14
1682	6
1683	21
1684	6
1685	26
1686	29
1687	16
1688	15
1689	12
1690	9
1691	12
1692	22
1693	10
1694	15
1695	8
1696	16
1697	33
1698	11
1699	9
1700	23
1701	51
1702	24
1703	12
1704	30
1705	18
1706	27
1707	19
1708	24
1709	20
1710	27
1711	11
1712	31
1713	17
1714	21
1715	29
1716	26
1717	23
1718	20
1719	6
1720	21
1721	9
1722	22
1723	22
1724	20
1725	30
1726	27
1727	26
1728	20
1729	14
1730	41
1731	27
1732	27
1733	18
1734	17
1735	12
1736	12
1737	26
1738	35
1739	28
1740	36
1741	21
1742	14
1743	13
1744	18
1745	6
1746	21
1747	3
1748	25
1749	23
1750	9
1751	22
1752	17
1753	21
1754	17
1755	6
1756	15
1757	6
1758	6
1759	26
1760	11
1761	0
1762	9
1763	24
1764	15
1765	3
1766	6
1767	8
1768	3
1769	9
1770	9
1771	9
1772	6
1773	3
1774	3
1775	3
1776	3
1777	0
1778	3
1779	6
1780	6
1781	6
1782	3
1783	0
1784	22
1785	3
1786	0
1787	3
1788	0
1789	0
1790	6
1791	5
1792	0
1793	3
1794	0
1795	3
1796	8
1797	3
1798	6
1799	0
1800	0
1801	6
1802	3
1803	3
1804	6
1805	0
1806	8
1807	0
1808	9
1809	6
1810	3
1811	0
1812	0
1813	3
1814	3
1815	0
1816	3
1817	0
1818	3
1819	9
1820	0
1821	3
1822	3
1823	6
1824	3
1825	9
1826	0
1827	5
1828	3
1829	0
1830	6
1831	6
1832	3
1833	8
1834	3
1835	12
1836	0
1837	9
1838	2
1839	5
1840	9
1841	3
1842	3
1843	0
1844	6
1845	6
1846	6
1847	0
1848	0
1849	2
1850	3
1851	6
1852	3
1853	9
1854	6
1855	3
1856	6
1857	9
1858	6
1859	3
1860	3
1861	0
1862	6
1863	3
1864	9
1865	0
1866	0
1867	3
1868	6
1869	6
1870	0
1871	2
1872	0
1873	0
1874	8
1875	8
1876	3
1877	6
1878	3
1879	3
1880	3
1881	0
1882	0
1883	0
1884	3
1885	3
1886	3
1887	3
1888	3
1889	0
1890	0
1891	9
1892	2
1893	9
1894	3
1895	8
1896	6
1897	8
1898	5
1899	0
1900	6
1901	3
1902	3
1903	6
1904	3
1905	3
1906	6
1907	0
1908	2
1909	3
1910	0
1911	9
1912	6
1913	0
1914	3
1915	3
1916	3
1917	6
1918	6
1919	3
1920	3
1921	12
1922	0
1923	3
1924	9
1925	0
1926	6
1927	0
1928	0
1929	5
1930	6
1931	0
1932	6
1933	9
1934	6
1935	3
1936	5
1937	12
1938	9
1939	3
1940	3
1941	6
1942	3
1943	11
1944	6
1945	3
1946	0
1947	2
1948	12
1949	3
1950	9
1951	0
1952	9
1953	3
1954	3
1955	0
1956	6
1957	0
1958	0
1959	6
1960	3
1961	3
1962	12
1963	12
1964	2
1965	2
1966	9
1967	6
1968	5
1969	3
1970	8
1971	3
1972	9
1973	6
1974	12
1975	6
1976	6
1977	3
1978	11
1979	6
1980	3
1981	3
1982	6
1983	0
1984	3
1985	14
1986	8
1987	3
1988	6
1989	6
1990	6
1991	2
1992	6
1993	11
1994	12
1995	6
1996	6
1997	8
1998	11
1999	11
2000	3
2001	6
2002	3
2003	9
2004	0
2005	8
2006	11
2007	0
2008	9
2009	3
2010	3
2011	6
2012	0
2013	3
2014	3
2015	5
2016	3
2017	3
2018	0
2019	9
2020	5
2021	0
2022	8
2023	6
2024	3
2025	12
2026	6
2027	0
2028	3
2029	0
2030	0
2031	0
2032	9
2033	6
2034	3
2035	3
2036	6
2037	0
2038	3
2039	12
2040	6
2041	0
2042	0
2043	6
2044	6
2045	12
2046	3
2047	0
2048	3
2049	2
2050	0
2051	3
2052	6
2053	9
2054	6
2055	2
2056	3
2057	0
2058	9
2059	6
2060	9
2061	12
2062	0
2063	3
2064	0
2065	0
2066	9
2067	3
2068	3
2069	15
2070	9
2071	3
2072	3
2073	3
2074	3
2075	0
2076	9
2077	9
2078	0
2079	3
2080	9
2081	5
2082	11
2083	6
2084	3
2085	6
2086	6
2087	3
2088	0
2089	6
2090	2
2091	3
2092	0
2093	3
2094	0
2095	0
2096	0
2097	3
2098	3
2099	3
2100	15
2101	3
2102	9
2103	6
2104	3
2105	9
2106	3
2107	0
2108	12
2109	5
2110	3
2111	3
2112	9
2113	0
2114	3
2115	0
2116	6
2117	9
2118	3
2119	9
2120	9
2121	3
2122	0
2123	5
2124	6
2125	3
2126	3
2127	2
2128	3
2129	3
2130	0
2131	3
2132	0
2133	5
2134	5
2135	9
2136	0
2137	3
2138	3
2139	6
2140	3
2141	0
2142	8
2143	0
2144	3
2145	3
2146	3
2147	3
2148	0
2149	5
2150	9
2151	9
2152	3
2153	2
2154	3
2155	0
2156	0
2157	0
2158	0
2159	7
2160	3
2161	3
2162	0
2163	0
2164	8
2165	0
2166	3
2167	3
2168	0
2169	6
2170	3
2171	0
2172	3
2173	9
2174	3
2175	6
2176	3
2177	6
2178	12
2179	0
2180	0
2181	6
2182	2
2183	0
2184	3
2185	6
2186	6
2187	0
2188	0
2189	0
2190	2
2191	3
2192	0
2193	0
2194	3
2195	0
2196	5
2197	3
2198	12
2199	0
2200	9
2201	9
2202	6
2203	6
2204	5
2205	3
2206	0
2207	0
2208	3
2209	0
2210	0
2211	3
2212	0
2213	3
2214	0
2215	0
2216	6
2217	6
2218	12
2219	3
2220	6
2221	12
2222	5
2223	8
2224	6
2225	6
2226	8
2227	3
2228	9
2229	6
2230	5
2231	3
2232	9
2233	3
2234	9
2235	6
2236	5
2237	0
2238	0
2239	0
2240	0
2241	0
2242	6
2243	3
2244	3
2245	11
2246	3
2247	3
2248	3
2249	5
2250	6
2251	0
2252	0
2253	3
2254	0
2255	6
2256	9
2257	6
2258	9
2259	6
2260	9
2261	6
2262	0
2263	9
2264	3
2265	6
2266	3
2267	0
2268	0
2269	8
2270	0
2271	0
2272	0
2273	6
2274	3
2275	0
2276	6
2277	3
2278	0
2279	0
2280	2
2281	6
2282	0
2283	3
2284	3
2285	6
2286	3
2287	6
2288	3
2289	3
2290	5
2291	0
2292	6
2293	0
2294	6
2295	3
2296	0
2297	9
2298	12
2299	6
2300	9
2301	3
2302	0
2303	6
2304	3
2305	0
2306	6
2307	2
2308	0
2309	0
2310	0
2311	0
2312	0
2313	0
2314	6
2315	5
2316	6
2317	3
2318	9
2319	0
2320	6
2321	0
2322	12
2323	6
2324	3
2325	0
2326	9
2327	0
2328	0
2329	3
2330	3
2331	3
2332	9
2333	3
2334	3
2335	0
2336	0
2337	12
2338	0
2339	3
2340	0
2341	5
2342	9
2343	0
2344	8
2345	0
2346	9
2347	9
2348	0
2349	6
2350	3
2351	3
2352	3
2353	3
2354	6
2355	2
2356	6
2357	11
2358	3
2359	3
2360	0
2361	3
2362	9
2363	3
2364	6
2365	2
2366	9
2367	6
2368	6
2369	9
2370	3
2371	9
2372	6
2373	6
2374	0
2375	0
2376	0
2377	8
2378	3
2379	0
2380	15
2381	9
2382	3
2383	0
2384	3
2385	3
2386	2
2387	1
2388	8
2389	0
2390	0
2391	3
2392	6
2393	0
2394	3
2395	8
2396	6
2397	3
2398	12
2399	3
2400	0
2401	9
2402	8
2403	6
2404	3
2405	0
2406	17
2407	3
2408	0
2409	2
2410	0
2411	3
2412	9
2413	0
2414	6
2415	0
2416	0
2417	9
2418	3
2419	3
2420	8
2421	6
2422	9
2423	2
2424	0
2425	3
2426	3
2427	6
2428	0
2429	3
2430	14
2431	0
2432	6
2433	3
2434	5
2435	3
2436	6
2437	3
2438	0
2439	9
2440	12
2441	6
2442	0
2443	3
2444	3
2445	6
2446	3
2447	6
2448	3
2449	6
2450	3
2451	3
2452	6
2453	12
2454	0
2455	6
2456	3
2457	18
2458	0
2459	5
2460	4
2461	0
2462	3
2463	6
2464	3
2465	6
2466	3
2467	5
2468	3
2469	3
2470	0
2471	6
2472	6
2473	5
2474	3
2475	8
2476	6
2477	3
2478	0
2479	12
2480	6
2481	3
2482	6
2483	12
2484	3
2485	0
2486	0
2487	0
2488	3
2489	0
2490	3
2491	3
2492	6
2493	14
2494	3
2495	3
2496	0
2497	0
2498	0
2499	3
2500	2
2501	9
2502	3
2503	0
2504	9
2505	0
2506	3
2507	0
2508	6
2509	0
2510	6
2511	3
2512	9
2513	3
2514	12
2515	3
2516	6
2517	3
2518	0
2519	6
2520	0
2521	0
2522	0
2523	3
2524	3
2525	0
2526	6
2527	3
2528	9
2529	6
2530	12
2531	3
2532	9
2533	0
2534	0
2535	3
2536	6
2537	8
2538	6
2539	0
2540	9
2541	3
2542	3
2543	9
2544	6
2545	3
2546	9
2547	15
2548	0
2549	6
2550	3
2551	6
2552	0
2553	0
2554	6
2555	5
2556	6
2557	0
2558	3
2559	3
2560	5
2561	3
2562	0
2563	0
2564	3
2565	6
2566	6
2567	6
2568	6
2569	3
2570	0
2571	3
2572	6
2573	6
2574	3
2575	3
2576	3
2577	3
2578	6
2579	6
2580	9
2581	6
2582	0
2583	3
2584	7
2585	3
2586	6
2587	2
2588	0
2589	0
2590	6
2591	3
2592	3
2593	9
2594	9
2595	3
2596	3
2597	8
2598	3
2599	0
2600	9
2601	3
2602	6
2603	3
2604	0
2605	3
2606	3
2607	0
2608	3
2609	3
2610	3
2611	2
2612	3
2613	6
2614	3
2615	3
2616	12
2617	11
2618	6
2619	6
2620	3
2621	0
2622	6
2623	3
2624	3
2625	0
2626	3
2627	15
2628	6
2629	0
2630	2
2631	0
2632	8
2633	0
2634	3
2635	3
2636	3
2637	6
2638	3
2639	0
2640	3
2641	11
2642	6
2643	2
2644	6
2645	0
2646	2
2647	3
2648	6
2649	0
2650	8
2651	15
2652	3
2653	3
2654	0
2655	3
2656	6
2657	6
2658	3
2659	6
2660	3
2661	0
2662	3
2663	0
2664	3
2665	0
2666	3
2667	3
2668	0
2669	3
2670	9
2671	5
2672	3
2673	6
2674	2
2675	12
2676	12
2677	6
2678	6
2679	9
2680	0
2681	6
2682	15
2683	0
2684	6
2685	3
2686	3
2687	6
2688	9
2689	9
2690	6
2691	3
2692	3
2693	14
2694	5
2695	3
2696	14
2697	3
2698	0
2699	13
2700	12
2701	14
2702	5
2703	6
2704	6
2705	6
2706	9
2707	0
2708	9
2709	6
2710	6
2711	6
2712	6
2713	9
2714	6
2715	14
2716	9
2717	3
2718	6
2719	9
2720	12
2721	6
2722	9
2723	3
2724	5
2725	15
2726	6
2727	9
2728	18
2729	12
2730	9
2731	5
2732	9
2733	0
2734	0
2735	8
2736	3
2737	15
2738	3
2739	6
2740	12
2741	9
2742	9
2743	29
2744	12
2745	9
2746	8
2747	15
2748	21
2749	3
2750	3
2751	13
2752	12
2753	5
2754	0
2755	17
2756	12
2757	13
2758	18
2759	16
2760	18
2761	15
2762	15
2763	12
2764	6
2765	9
2766	6
2767	9
2768	26
2769	17
2770	18
2771	11
2772	8
2773	12
2774	6
2775	12
2776	6
2777	9
2778	30
2779	24
2780	18
2781	21
2782	6
2783	15
2784	8
2785	12
2786	2
2787	21
2788	3
2789	24
2790	3
2791	18
2792	12
2793	9
2794	25
2795	6
2796	3
2797	6
2798	5
2799	4
2800	9
2801	9
2802	3
2803	12
2804	11
2805	15
2806	18
2807	0
2808	6
2809	6
2810	5
2811	12
2812	27
2813	12
2814	3
2815	15
2816	6
2817	18
2818	6
2819	3
2820	6
2821	6
2822	0
2823	0
2824	3
2825	3
2826	3
2827	21
2828	6
2829	0
2830	6
2831	3
2832	5
2833	3
2834	8
2835	6
2836	6
2837	8
2838	3
2839	5
2840	3
2841	0
2842	12
2843	3
2844	6
2845	0
2846	6
2847	3
2848	5
2849	3
2850	3
2851	3
2852	3
2853	0
2854	6
2855	6
2856	3
2857	6
2858	9
2859	6
2860	3
2861	4
2862	5
2863	3
2864	6
2865	0
2866	3
2867	12
2868	3
2869	6
2870	5
2871	9
2872	6
2873	0
2874	3
2875	0
2876	3
2877	5
2878	3
2879	7
2880	3
2881	0
2882	6
2883	6
2884	9
2885	3
2886	3
2887	11
2888	3
2889	0
2890	6
2891	9
2892	6
2893	3
2894	0
2895	8
2896	3
2897	6
2898	9
2899	3
2900	0
2901	0
2902	0
2903	3
2904	6
2905	3
2906	3
2907	3
2908	12
2909	3
2910	3
2911	3
2912	2
2913	5
2914	9
2915	3
2916	6
2917	6
2918	9
2919	3
2920	5
2921	0
2922	3
2923	3
2924	6
2925	5
2926	6
2927	0
2928	3
2929	3
2930	3
2931	0
2932	2
2933	2
2934	3
2935	6
2936	3
2937	0
2938	9
2939	0
2940	5
2941	3
2942	2
2943	3
2944	5
2945	0
2946	3
2947	6
2948	0
2949	6
2950	0
2951	12
2952	3
2953	3
2954	6
2955	0
2956	3
2957	5
2958	5
2959	6
2960	3
2961	5
2962	0
2963	3
2964	6
2965	6
2966	6
2967	3
2968	0
2969	3
2970	3
2971	0
2972	6
2973	0
2974	0
2975	3
2976	3
2977	0
2978	3
2979	9
2980	0
2981	6
2982	0
2983	12
2984	3
2985	3
2986	6
2987	3
2988	0
2989	11
2990	9
