width,amplitude,t,area
14.167441857397534,24.930288535329318,0.6677000000000001,172.0941644247372
14.338928550628225,65.41741384726737,0.7085,536.8417037793971
16.599191454357424,22.61993154385947,1.1656,207.49173587573836
10.388137933352482,28.815376180198733,1.3419,153.42954995955532
8.162374143672423,24.830405668027073,1.4445000000000001,121.80195852787844
10.93515318345635,30.400105444925128,1.5219,191.14950759818817
10.404260224328027,76.88424402092005,1.6327,489.8612456413256
24.029446993077727,23.11554549019734,1.6741000000000001,251.9156613454514
17.50413716715775,22.19777463780305,1.7204000000000002,202.2578244413494
15.315189848555747,85.29596699840768,1.8352000000000002,872.297271400995
17.5908131109245,131.28278706351796,2.1245000000000003,1357.6481559414271
27.980328573561565,60.81945602809923,2.4676,958.0123299975498
9.59908196575634,36.47056974817739,2.5784000000000002,201.93212066019754
12.110164109177276,38.90138173937334,2.6376,216.60500336898147
9.378159127096296,66.9976910787731,3.35,376.44295579975676
14.58455111024523,27.253128320729235,3.7122,225.08409304638084
23.698275068527437,115.2175281805423,3.7884,1609.2255410539256
10.50210926130967,26.525185142895563,4.0579,149.35072054424117
12.11677907830017,20.979348526353636,4.1501,159.90924120219182
10.025842938644928,55.39615965235474,4.2094000000000005,320.5463421915481
13.48813729203539,23.411556540695972,4.4668,193.51822531877568
9.70937001240236,34.996146449630814,4.7233,203.97585995651406
15.527819371149235,50.9647967552455,4.9547,426.65619965918603
14.802404754416784,83.44006569599318,5.2438,681.5562946712726
15.83572975172865,73.39774323607566,5.3077000000000005,752.7648319666935
14.977225637041556,51.0866978021954,5.3564,505.05718378506
9.067451053968398,30.753644796650082,5.5251,158.8940334024981
11.263399527408183,20.632224896516536,5.5679,163.0377426159872
10.411960842742701,32.69107265927202,5.5995,222.05938583330527
30.939780111672007,66.32944650948593,5.9086,953.7040814451187
24.72400600284891,93.51794118874109,5.972300000000001,1219.589327458073
9.496736859327939,37.28067865167211,6.0757,211.48021395130428
9.725371917069424,52.20861759019457,6.1608,271.85548846701846
9.451864676106197,49.284372132019655,6.4519,261.6804679597736
10.436369889408525,41.760035828279015,6.5354,283.84416313869383
14.53259645208891,74.13183590012306,6.9698,617.9229751936782
9.828577803098597,90.20152747354913,7.136900000000001,529.8254278069685
13.393359835492447,34.25797178559132,7.308400000000001,277.534560337402
9.517738823022228,34.37821628456986,7.3662,187.65855505638717
17.740747917996487,20.152300580577098,7.4462,136.98633873612306
11.045385761608486,43.74064567221537,7.5464,269.27603166738174
11.55501342084608,89.45968996497324,7.6772,583.7442828727476
9.300952219302417,48.54038671689257,7.9268,256.4818073774925
14.296550501749152,50.45042496506193,8.0022,401.4119785460985
9.550612420978723,22.210744719818337,8.0356,127.41505186047503
40.03650352213299,35.964088958767064,8.2012,690.3003191366622
12.937507737748092,55.254650285640444,8.3466,350.4748452251555
33.70211109489901,90.64128234715321,8.7085,1820.6788861765535
9.635833713895408,33.29067726409051,8.7436,203.8738388687395
15.586023518451839,22.740050735258,8.8106,168.6557924981612
17.599332767160377,127.74282541339487,8.871400000000001,1147.8846172550093
12.845286322393804,37.944377474123705,9.1564,321.0063550441877
17.68550480333215,94.2055796339409,9.5637,941.2118698516643
17.512877133049187,63.645579600163636,9.6448,558.5581947237648
27.194908329562168,93.73700571489341,9.8931,1420.6489493866254
8.26621768590121,40.53921278392298,9.941600000000001,189.99966989549475
11.222122800929355,26.980557543450352,10.300500000000001,186.9475059300537
11.648808261583326,26.308537785508012,10.35,156.30364277245496
16.73643326628371,29.22763545289957,10.3983,276.31861366396265
10.191522305874969,33.93824309889297,10.5134,209.68296872547987
9.495792626068578,87.65689617276995,10.5533,501.3108420350476
18.733491693099495,54.059592333473276,10.5921,675.9479190671502
25.608252009551506,47.82683239106057,10.741,543.9458527586793
8.83745858653856,39.34002624502359,10.972800000000001,205.22964270673563
9.762946533053764,28.74922534512893,11.092500000000001,146.04643779092333
31.23932873485319,86.3861509007005,11.1797,1260.0524737022727
11.97800477380224,21.943616581085344,11.2338,141.27566032059121
14.86754680586455,40.27413249061163,11.279200000000001,362.8790646859153
9.020048222315381,22.442039397490863,11.465300000000001,126.42230288575783
9.448679284731043,25.435394535970172,11.57,137.28747022078767
8.911435874280869,21.411613003749615,11.7676,104.04393982914914
15.139250906024245,99.67839526452457,11.859300000000001,872.28916194964
15.550481127691455,281.22038722168975,11.9045,2749.313499379345
19.763689210507437,23.68492691525479,12.0707,210.3984081790556
8.809699566714698,38.46117436035126,12.145100000000001,203.72991265747854
9.339672878471902,28.892539291473337,12.352300000000001,143.62257195863353
33.931072415041854,57.15914615270941,12.479700000000001,1053.1438928427935
9.74857954113395,35.74799731948998,12.5725,206.00470904577327
13.050330902871792,26.615592959271368,12.8932,211.35438188263228
10.19435041671386,20.473821296001628,13.0158,132.29577832858624
13.072126616898458,68.89489955259447,13.2857,542.0997943594529
8.410919793182984,37.83990435007033,13.4413,172.88552220258666
9.303857064864133,37.230179225157514,13.7171,200.48091495755523
12.151638181268936,26.425784416781163,14.0983,178.59453951034715
8.520907805301249,52.19200119113532,14.2607,285.8850560006517
10.192750194692053,141.8017696248848,14.379100000000001,804.4224794897807
9.792627036978956,27.222862014368655,14.417200000000001,158.56306669901815
31.568929373286664,73.7891171658022,14.4853,1327.8220568288561
29.38351094746031,89.24333191070488,14.5264,1108.74981398909
