Peak Time (min),Peak Area,Peak Width (ms),Peak Height,Start Time,Particle,Concentration,Stamp,Laser Power,Setup,Notes
0.0015616666666666667,268.71273610966836,1.9287706314860884,35.10359137668468,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.0016233333333333334,209.79642133997868,1.3160042807720742,30.41018339348168,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.005376666666666667,380.6557618416685,3.041977466651315,41.28389903539943,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.005438333333333334,296.30154985054094,1.6157695060063815,35.178087948090905,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.022085000000000004,385.64049005280174,1.5933959915018931,64.22804316507714,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.02540833333333333,346.92688560526517,1.2401016267671365,52.33349591113773,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.025471666666666667,251.56027926907808,1.0169807672462412,37.85646010803544,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.026008333333333335,312.6552887061487,1.4364813871776279,46.291485812834665,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.026073333333333334,225.6927766802741,1.7411069136504012,29.139326157661777,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.029660000000000002,364.83690797334776,1.1828456219947838,63.51172228420681,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.029723333333333334,189.3359126561561,1.1258819457616482,27.287325908547672,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.032878333333333336,380.63065127336813,1.3453615250091389,55.372525428163165,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.03941666666666667,579.4663393364206,1.224644966788037,87.04209620918455,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.039476666666666674,315.70208816577633,1.1253414026978135,50.173348311387365,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.041113333333333335,385.3238757891773,1.004931595991002,72.0521219722719,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.05439833333333333,317.24514648431943,1.088788370234397,53.22416675131985,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.05446,216.42859092554517,1.0477740422724309,32.43456483519488,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.055968333333333335,293.10033042641385,1.198750612060394,52.47801961623665,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.05602666666666667,199.59870726472764,1.091098564974527,30.7706053724695,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.062125,300.3597751612812,1.0486488768932758,55.52782314016635,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.06218333333333334,263.2520154162088,1.5973889494569449,30.013960028086856,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.08213000000000001,714.7598179677851,7.590021466153848,34.216821935156666,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.08669,310.7268565978277,2.627930509443104,38.43500687417081,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.08674833333333334,276.47343367429477,1.69185866608168,30.53035342391965,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
0.09227666666666666,219.42882653404035,1.0162573664667434,34.677959114876145,,,,,,,"Loaded files in order:
1. ch7.m4.txt
2. ch7.m5.txt
3. ch7.m6.txt"
